pid,item,item_label,item_text,cell,direction,audience,arm_title,condition_arm,condition,agree_nocue,agree_leader_cue,likertAgree,likertAgree_recoded,party7,republican,ideo7,age_survey,gender,race,education,PK_sum,cue_type
3475,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Increase capital gains tax (in favor),Both,,3.0,3.0,5.0,Strong Republican,1,Strong conservative,57.0,Female,White / Caucasian,High school graduate,2,two_sided
3475,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_against,against,Republican,Privatization of veterans' healthcare (against),Control,Cue-only,,5.0,5.0,5.0,Strong Republican,1,Strong conservative,57.0,Female,White / Caucasian,High school graduate,2,two_sided
3476,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_against,against,Democrat,Limit donations to candidates (against),Control,Cue-only,,5.0,5.0,5.0,Strong Democrat,0,Lean conservative,57.0,Female,White / Caucasian,Some college,2,one_sided
3476,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_in_favor,in favor,Democrat,Require work for Medicaid (in favor),Control,Control,5.0,,5.0,3.0,Strong Democrat,0,Lean conservative,57.0,Female,White / Caucasian,Some college,2,one_sided
3476,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Allow affirmative action (against),Both,,5.0,5.0,5.0,Strong Democrat,0,Lean conservative,57.0,Female,White / Caucasian,Some college,2,one_sided
3476,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Control,Cue-only,,3.0,3.0,5.0,Strong Democrat,0,Lean conservative,57.0,Female,White / Caucasian,Some college,2,one_sided
3476,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_in_favor,in favor,Democrat,Increase tariffs on Chinese imports (in favor),Control,Cue-only,,3.0,3.0,5.0,Strong Democrat,0,Lean conservative,57.0,Female,White / Caucasian,Some college,2,one_sided
3477,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Control,Cue-only,,5.0,5.0,5.0,Republican,1,Conservative,60.0,Female,White / Caucasian,High school graduate,4,one_sided
3477,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Control,Control,1.0,,1.0,1.0,Republican,1,Conservative,60.0,Female,White / Caucasian,High school graduate,4,one_sided
3477,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_in_favor,in favor,Republican,Ban juvenile solitary confinement (in favor),Control,Control,4.0,,4.0,4.0,Republican,1,Conservative,60.0,Female,White / Caucasian,High school graduate,4,one_sided
3477,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_against,against,Republican,Allow enhanced interrogation (against),Allow enhanced interrogation (against),Both,,4.0,4.0,4.0,Republican,1,Conservative,60.0,Female,White / Caucasian,High school graduate,4,one_sided
3477,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_against,against,Republican,Privatization of veterans' healthcare (against),Control,Control,4.0,,4.0,4.0,Republican,1,Conservative,60.0,Female,White / Caucasian,High school graduate,4,one_sided
3478,6,Amnesty for illegal immigrants,Give working illegal immigrants temporary amnesty,item6_in_favor,in favor,Republican,Amnesty for illegal immigrants (in favor),Amnesty for illegal immigrants (in favor),Both,,3.0,3.0,5.0,Lean Republican,1,Moderate,52.0,Female,White / Caucasian,Less than high school,2,two_sided
3478,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Control,Control,6.0,,6.0,2.0,Lean Republican,1,Moderate,52.0,Female,White / Caucasian,Less than high school,2,two_sided
3478,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_against,against,Republican,More restrictions at U.S. border (against),More restrictions at U.S. border (against),Info-only,4.0,,4.0,4.0,Lean Republican,1,Moderate,52.0,Female,White / Caucasian,Less than high school,2,two_sided
3478,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Control,Control,5.0,,5.0,5.0,Lean Republican,1,Moderate,52.0,Female,White / Caucasian,Less than high school,2,two_sided
3478,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_against,against,Republican,Decrease foreign aid (against),Control,Control,5.0,,5.0,5.0,Lean Republican,1,Moderate,52.0,Female,White / Caucasian,Less than high school,2,two_sided
3479,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Control,Cue-only,,6.0,6.0,6.0,Strong Republican,1,Moderate,47.0,Female,White / Caucasian,Less than high school,2,two_sided
3479,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Limit donations to candidates (in favor),Both,,5.0,5.0,3.0,Strong Republican,1,Moderate,47.0,Female,White / Caucasian,Less than high school,2,two_sided
3479,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_against,against,Republican,Illegal to burn U.S. flag (against),Illegal to burn U.S. flag (against),Both,,6.0,6.0,6.0,Strong Republican,1,Moderate,47.0,Female,White / Caucasian,Less than high school,2,two_sided
3479,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_against,against,Republican,Allow enhanced interrogation (against),Control,Control,3.0,,3.0,3.0,Strong Republican,1,Moderate,47.0,Female,White / Caucasian,Less than high school,2,two_sided
3479,16,Allow affirmative action,Allow the use of affirmative action programs,item16_in_favor,in favor,Republican,Allow affirmative action (in favor),Control,Control,5.0,,5.0,3.0,Strong Republican,1,Moderate,47.0,Female,White / Caucasian,Less than high school,2,two_sided
3480,4,Allow death penalty,Allow the use of the death penalty,item4_in_favor,in favor,Democrat,Allow death penalty (in favor),Allow death penalty (in favor),Both,,5.0,5.0,3.0,Strong Democrat,0,Lean conservative,72.0,Female,White / Caucasian,4-year degree,4,one_sided
3480,6,Amnesty for illegal immigrants,Give working illegal immigrants temporary amnesty,item6_against,against,Democrat,Amnesty for illegal immigrants (against),Control,Cue-only,,7.0,7.0,7.0,Strong Democrat,0,Lean conservative,72.0,Female,White / Caucasian,4-year degree,4,one_sided
3480,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_in_favor,in favor,Democrat,Allow assisted suicide (in favor),Control,Control,5.0,,5.0,3.0,Strong Democrat,0,Lean conservative,72.0,Female,White / Caucasian,4-year degree,4,one_sided
3480,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_against,against,Democrat,Ban juvenile solitary confinement (against),Control,Cue-only,,7.0,7.0,7.0,Strong Democrat,0,Lean conservative,72.0,Female,White / Caucasian,4-year degree,4,one_sided
3480,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_against,against,Democrat,Increase capital gains tax (against),Control,Control,3.0,,3.0,3.0,Strong Democrat,0,Lean conservative,72.0,Female,White / Caucasian,4-year degree,4,one_sided
3481,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Control,Control,7.0,,7.0,7.0,Strong Republican,1,Strong conservative,53.0,Male,Other,Some college,2,one_sided
3481,16,Allow affirmative action,Allow the use of affirmative action programs,item16_in_favor,in favor,Republican,Allow affirmative action (in favor),Control,Control,1.0,,1.0,7.0,Strong Republican,1,Strong conservative,53.0,Male,Other,Some college,2,one_sided
3481,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Increase capital gains tax (in favor),Both,,2.0,2.0,6.0,Strong Republican,1,Strong conservative,53.0,Male,Other,Some college,2,one_sided
3481,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Control,Control,5.0,,5.0,5.0,Strong Republican,1,Strong conservative,53.0,Male,Other,Some college,2,one_sided
3481,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_against,against,Republican,Privatization of veterans' healthcare (against),Control,Control,4.0,,4.0,4.0,Strong Republican,1,Strong conservative,53.0,Male,Other,Some college,2,one_sided
3482,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_in_favor,in favor,Democrat,More restrictions at U.S. border (in favor),Control,Control,4.0,,4.0,4.0,Strong Democrat,0,Strong liberal,60.0,Female,White / Caucasian,Some college,3,two_sided
3482,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_in_favor,in favor,Democrat,Require work for Medicaid (in favor),Control,Control,1.0,,1.0,7.0,Strong Democrat,0,Strong liberal,60.0,Female,White / Caucasian,Some college,3,two_sided
3482,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_against,against,Democrat,Increase capital gains tax (against),Increase capital gains tax (against),Info-only,5.0,,5.0,5.0,Strong Democrat,0,Strong liberal,60.0,Female,White / Caucasian,Some college,3,two_sided
3482,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Control,Cue-only,,1.0,1.0,7.0,Strong Democrat,0,Strong liberal,60.0,Female,White / Caucasian,Some college,3,two_sided
3482,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_in_favor,in favor,Democrat,Decrease foreign aid (in favor),Decrease foreign aid (in favor),Info-only,5.0,,5.0,3.0,Strong Democrat,0,Strong liberal,60.0,Female,White / Caucasian,Some college,3,two_sided
3483,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Allow religious denial of service (in favor),Both,,4.0,4.0,4.0,Democrat,0,Liberal,31.0,Female,Black / African American,Postgraduate,3,one_sided
3483,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_in_favor,in favor,Democrat,More restrictions at U.S. border (in favor),Control,Cue-only,,4.0,4.0,4.0,Democrat,0,Liberal,31.0,Female,Black / African American,Postgraduate,3,one_sided
3483,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_in_favor,in favor,Democrat,Require work for Medicaid (in favor),Require work for Medicaid (in favor),Info-only,4.0,,4.0,4.0,Democrat,0,Liberal,31.0,Female,Black / African American,Postgraduate,3,one_sided
3483,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Allow affirmative action (against),Info-only,4.0,,4.0,4.0,Democrat,0,Liberal,31.0,Female,Black / African American,Postgraduate,3,one_sided
3483,23,Decrease estate tax,Decrease the current estate tax rate,item23_in_favor,in favor,Democrat,Decrease estate tax (in favor),Control,Cue-only,,4.0,4.0,4.0,Democrat,0,Liberal,31.0,Female,Black / African American,Postgraduate,3,one_sided
3484,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Subsidized healthcare for immigrants (in favor),Both,,1.0,1.0,7.0,Republican,1,Conservative,37.0,Male,White / Caucasian,High school graduate,2,two_sided
3484,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Control,Cue-only,,6.0,6.0,6.0,Republican,1,Conservative,37.0,Male,White / Caucasian,High school graduate,2,two_sided
3484,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_in_favor,in favor,Republican,Ban juvenile solitary confinement (in favor),Control,Control,3.0,,3.0,5.0,Republican,1,Conservative,37.0,Male,White / Caucasian,High school graduate,2,two_sided
3484,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Control,Control,4.0,,4.0,4.0,Republican,1,Conservative,37.0,Male,White / Caucasian,High school graduate,2,two_sided
3484,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_against,against,Republican,Private pensions for public workers (against),Private pensions for public workers (against),Both,,6.0,6.0,6.0,Republican,1,Conservative,37.0,Male,White / Caucasian,High school graduate,2,two_sided
3485,12,Deny criminals the vote,Deny convicted criminals the right to vote,item12_against,against,Republican,Deny criminals the vote (against),Deny criminals the vote (against),Both,,7.0,7.0,7.0,Strong Republican,1,Conservative,55.0,Female,White / Caucasian,4-year degree,2,two_sided
3485,16,Allow affirmative action,Allow the use of affirmative action programs,item16_in_favor,in favor,Republican,Allow affirmative action (in favor),Control,Cue-only,,1.0,1.0,7.0,Strong Republican,1,Conservative,55.0,Female,White / Caucasian,4-year degree,2,two_sided
3485,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_against,against,Republican,Decrease power of labor unions (against),Control,Control,2.0,,2.0,2.0,Strong Republican,1,Conservative,55.0,Female,White / Caucasian,4-year degree,2,two_sided
3485,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_against,against,Republican,Privatization of veterans' healthcare (against),Control,Cue-only,,7.0,7.0,7.0,Strong Republican,1,Conservative,55.0,Female,White / Caucasian,4-year degree,2,two_sided
3485,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_against,against,Republican,Private pensions for public workers (against),Control,Cue-only,,6.0,6.0,6.0,Strong Republican,1,Conservative,55.0,Female,White / Caucasian,4-year degree,2,two_sided
3486,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_against,against,Democrat,Require women on boards (against),Control,Control,5.0,,5.0,5.0,Strong Democrat,0,Liberal,76.0,Male,White / Caucasian,High school graduate,4,one_sided
3486,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_in_favor,in favor,Democrat,More restrictions at U.S. border (in favor),Control,Cue-only,,4.0,4.0,4.0,Strong Democrat,0,Liberal,76.0,Male,White / Caucasian,High school graduate,4,one_sided
3486,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_in_favor,in favor,Democrat,Allow assisted suicide (in favor),Allow assisted suicide (in favor),Both,,7.0,7.0,1.0,Strong Democrat,0,Liberal,76.0,Male,White / Caucasian,High school graduate,4,one_sided
3486,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_in_favor,in favor,Democrat,Privatization of veterans' healthcare (in favor),Control,Control,6.0,,6.0,2.0,Strong Democrat,0,Liberal,76.0,Male,White / Caucasian,High school graduate,4,one_sided
3486,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_in_favor,in favor,Democrat,Private pensions for public workers (in favor),Control,Cue-only,,5.0,5.0,3.0,Strong Democrat,0,Liberal,76.0,Male,White / Caucasian,High school graduate,4,one_sided
3487,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_against,against,Democrat,Subsidized healthcare for immigrants (against),Subsidized healthcare for immigrants (against),Both,,6.0,6.0,6.0,Strong Democrat,0,Strong liberal,66.0,Male,White / Caucasian,Postgraduate,4,two_sided
3487,3,Abolish electoral college,Abolish the electoral college,item3_in_favor,in favor,Democrat,Abolish electoral college (in favor),Abolish electoral college (in favor),Info-only,7.0,,7.0,1.0,Strong Democrat,0,Strong liberal,66.0,Male,White / Caucasian,Postgraduate,4,two_sided
3487,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Military aid to Saudia Arabia (in favor),Info-only,1.0,,1.0,7.0,Strong Democrat,0,Strong liberal,66.0,Male,White / Caucasian,Postgraduate,4,two_sided
3487,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_in_favor,in favor,Democrat,Privatization of veterans' healthcare (in favor),Control,Control,1.0,,1.0,7.0,Strong Democrat,0,Strong liberal,66.0,Male,White / Caucasian,Postgraduate,4,two_sided
3487,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_in_favor,in favor,Democrat,Increase tariffs on Chinese imports (in favor),Increase tariffs on Chinese imports (in favor),Info-only,2.0,,2.0,6.0,Strong Democrat,0,Strong liberal,66.0,Male,White / Caucasian,Postgraduate,4,two_sided
3488,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Subsidized healthcare for immigrants (in favor),Info-only,1.0,,1.0,7.0,Republican,1,Moderate,36.0,Female,White / Caucasian,High school graduate,1,one_sided
3488,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Require work for Medicaid (against),Info-only,5.0,,5.0,5.0,Republican,1,Moderate,36.0,Female,White / Caucasian,High school graduate,1,one_sided
3488,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Allow assisted suicide (against),Info-only,4.0,,4.0,4.0,Republican,1,Moderate,36.0,Female,White / Caucasian,High school graduate,1,one_sided
3488,16,Allow affirmative action,Allow the use of affirmative action programs,item16_in_favor,in favor,Republican,Allow affirmative action (in favor),Control,Cue-only,,4.0,4.0,4.0,Republican,1,Moderate,36.0,Female,White / Caucasian,High school graduate,1,one_sided
3488,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_against,against,Republican,Increase tariffs on Chinese imports (against),Control,Control,4.0,,4.0,4.0,Republican,1,Moderate,36.0,Female,White / Caucasian,High school graduate,1,one_sided
3489,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Control,Control,1.0,,1.0,7.0,Strong Democrat,0,Strong liberal,56.0,Male,White / Caucasian,Postgraduate,4,two_sided
3489,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Minimum sentences for drugs (against),Both,,4.0,4.0,4.0,Strong Democrat,0,Strong liberal,56.0,Male,White / Caucasian,Postgraduate,4,two_sided
3489,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_against,against,Democrat,Increase capital gains tax (against),Control,Cue-only,,7.0,7.0,7.0,Strong Democrat,0,Strong liberal,56.0,Male,White / Caucasian,Postgraduate,4,two_sided
3489,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_in_favor,in favor,Democrat,Privatization of veterans' healthcare (in favor),Privatization of veterans' healthcare (in favor),Info-only,5.0,,5.0,3.0,Strong Democrat,0,Strong liberal,56.0,Male,White / Caucasian,Postgraduate,4,two_sided
3489,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_in_favor,in favor,Democrat,Private pensions for public workers (in favor),Private pensions for public workers (in favor),Both,,1.0,1.0,7.0,Strong Democrat,0,Strong liberal,56.0,Male,White / Caucasian,Postgraduate,4,two_sided
3490,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Control,Cue-only,,4.0,4.0,4.0,Lean Republican,1,Conservative,31.0,Male,White / Caucasian,4-year degree,3,one_sided
3490,6,Amnesty for illegal immigrants,Give working illegal immigrants temporary amnesty,item6_in_favor,in favor,Republican,Amnesty for illegal immigrants (in favor),Amnesty for illegal immigrants (in favor),Both,,6.0,6.0,2.0,Lean Republican,1,Conservative,31.0,Male,White / Caucasian,4-year degree,3,one_sided
3490,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Control,Control,6.0,,6.0,2.0,Lean Republican,1,Conservative,31.0,Male,White / Caucasian,4-year degree,3,one_sided
3490,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Allow assisted suicide (against),Both,,3.0,3.0,3.0,Lean Republican,1,Conservative,31.0,Male,White / Caucasian,4-year degree,3,one_sided
3490,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_in_favor,in favor,Republican,Ban juvenile solitary confinement (in favor),Ban juvenile solitary confinement (in favor),Both,,6.0,6.0,2.0,Lean Republican,1,Conservative,31.0,Male,White / Caucasian,4-year degree,3,one_sided
3491,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Control,Control,7.0,,7.0,1.0,Strong Democrat,0,Strong conservative,35.0,Male,White / Caucasian,High school graduate,0,one_sided
3491,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_in_favor,in favor,Democrat,Decrease power of labor unions (in favor),Control,Control,7.0,,7.0,1.0,Strong Democrat,0,Strong conservative,35.0,Male,White / Caucasian,High school graduate,0,one_sided
3491,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_in_favor,in favor,Democrat,Privatization of veterans' healthcare (in favor),Privatization of veterans' healthcare (in favor),Both,,7.0,7.0,1.0,Strong Democrat,0,Strong conservative,35.0,Male,White / Caucasian,High school graduate,0,one_sided
3491,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_in_favor,in favor,Democrat,Increase tariffs on Chinese imports (in favor),Increase tariffs on Chinese imports (in favor),Both,,7.0,7.0,1.0,Strong Democrat,0,Strong conservative,35.0,Male,White / Caucasian,High school graduate,0,one_sided
3491,23,Decrease estate tax,Decrease the current estate tax rate,item23_in_favor,in favor,Democrat,Decrease estate tax (in favor),Control,Cue-only,,7.0,7.0,1.0,Strong Democrat,0,Strong conservative,35.0,Male,White / Caucasian,High school graduate,0,one_sided
3492,4,Allow death penalty,Allow the use of the death penalty,item4_against,against,Republican,Allow death penalty (against),Control,Control,7.0,,7.0,7.0,Republican,1,Conservative,26.0,Female,White / Caucasian,Some college,3,one_sided
3492,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_against,against,Republican,Allow enhanced interrogation (against),Allow enhanced interrogation (against),Info-only,4.0,,4.0,4.0,Republican,1,Conservative,26.0,Female,White / Caucasian,Some college,3,one_sided
3492,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_against,against,Republican,Decrease power of labor unions (against),Control,Control,3.0,,3.0,3.0,Republican,1,Conservative,26.0,Female,White / Caucasian,Some college,3,one_sided
3492,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_against,against,Republican,Decrease foreign aid (against),Decrease foreign aid (against),Both,,4.0,4.0,4.0,Republican,1,Conservative,26.0,Female,White / Caucasian,Some college,3,one_sided
3492,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_against,against,Republican,Private pensions for public workers (against),Control,Control,3.0,,3.0,3.0,Republican,1,Conservative,26.0,Female,White / Caucasian,Some college,3,one_sided
3493,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_in_favor,in favor,Democrat,Allow assisted suicide (in favor),Allow assisted suicide (in favor),Info-only,4.0,,4.0,4.0,Democrat,0,Lean conservative,59.0,Female,White / Caucasian,4-year degree,3,two_sided
3493,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Control,Control,5.0,,5.0,5.0,Democrat,0,Lean conservative,59.0,Female,White / Caucasian,4-year degree,3,two_sided
3493,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_against,against,Democrat,Increase capital gains tax (against),Control,Cue-only,,1.0,1.0,1.0,Democrat,0,Lean conservative,59.0,Female,White / Caucasian,4-year degree,3,two_sided
3493,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Control,Control,3.0,,3.0,5.0,Democrat,0,Lean conservative,59.0,Female,White / Caucasian,4-year degree,3,two_sided
3493,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_in_favor,in favor,Democrat,Decrease power of labor unions (in favor),Control,Control,4.0,,4.0,4.0,Democrat,0,Lean conservative,59.0,Female,White / Caucasian,4-year degree,3,two_sided
3494,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Allow religious denial of service (in favor),Both,,1.0,1.0,7.0,Democrat,0,Liberal,24.0,Female,White / Caucasian,4-year degree,4,two_sided
3494,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_in_favor,in favor,Democrat,Illegal to burn U.S. flag (in favor),Illegal to burn U.S. flag (in favor),Info-only,4.0,,4.0,4.0,Democrat,0,Liberal,24.0,Female,White / Caucasian,4-year degree,4,two_sided
3494,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Control,Control,4.0,,4.0,4.0,Democrat,0,Liberal,24.0,Female,White / Caucasian,4-year degree,4,two_sided
3494,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_in_favor,in favor,Democrat,Increase tariffs on Chinese imports (in favor),Increase tariffs on Chinese imports (in favor),Both,,1.0,1.0,7.0,Democrat,0,Liberal,24.0,Female,White / Caucasian,4-year degree,4,two_sided
3494,23,Decrease estate tax,Decrease the current estate tax rate,item23_in_favor,in favor,Democrat,Decrease estate tax (in favor),Control,Cue-only,,4.0,4.0,4.0,Democrat,0,Liberal,24.0,Female,White / Caucasian,4-year degree,4,two_sided
3495,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_against,against,Democrat,Require women on boards (against),Require women on boards (against),Both,,7.0,7.0,7.0,Strong Democrat,0,Strong conservative,31.0,Female,American Indian or Alaska Native,2-year degree,0,one_sided
3495,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_in_favor,in favor,Democrat,Allow assisted suicide (in favor),Control,Control,4.0,,4.0,4.0,Strong Democrat,0,Strong conservative,31.0,Female,American Indian or Alaska Native,2-year degree,0,one_sided
3495,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Control,Cue-only,,7.0,7.0,7.0,Strong Democrat,0,Strong conservative,31.0,Female,American Indian or Alaska Native,2-year degree,0,one_sided
3495,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Allow affirmative action (against),Info-only,5.0,,5.0,5.0,Strong Democrat,0,Strong conservative,31.0,Female,American Indian or Alaska Native,2-year degree,0,one_sided
3495,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Control,Cue-only,,4.0,4.0,4.0,Strong Democrat,0,Strong conservative,31.0,Female,American Indian or Alaska Native,2-year degree,0,one_sided
3496,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Allow religious denial of service (in favor),Both,,2.0,2.0,6.0,Strong Democrat,0,Strong liberal,32.0,Male,Asian / Asian American,Some college,0,one_sided
